doi,source_pdf,abstract,material,substrate,electrolyte,overpotential_mV,current_density,confidence
10.1038/s41598-017-08296-0,Anomalousin_situActivation_of_Carbon-Supported_Ni2P_Nanopart.pdf,"Electrochemical water splitting is one of the most promising systems by which to store energy produced from sustainable sources, such as solar and wind energy. Designing robust and stable electrocatalysts is urgently needed because of the relatively sluggish kinetics of the anodic reaction, i.e. the oxygen evolution reaction (OER). In this study, we investigate the anomalous in situ activation behaviour of carbon-supported Ni2P nanoparticles (Ni2P/C) during OER catalysis in alkaline media. The activated Ni2P/C shows an exceptionally high activity and stability under OER conditions in which the overpotential needed to achieve 10 mA cm−2 was reduced from approximately 350 mV to approximately",IrOx/C,glassy carbon,0.1 M KOH,350.0,10.0,1.0
10.1038/s41467-026-69547-1,Engineering_Co-ion_vacancy_in_dynamically_reconstructed_Co-b.pdf,"Precisely engineering metal-ion vacancy in dynamically reconstructed electrocatalysts provides an attractive symmetry-breaking tool to develop robust electrocatalysts under operation conditions. Herein, we demonstrate a convenient Sr-ion-mediated reconstruction strategy to fabricate Co-vacancyenriched Sr-CoOOH nanosheets under oxygen evolution reaction conditions with balanced activation and reﬁlling of lattice oxygen for practical anionexchange membrane water electrolysis. The Sr-ion substitution in pre-catalysts can weaken bond strength for facilitated Co-ion vacancies formation in reconstructed oxyhydroxides. These Co-ion vacancies not only strengthen CoO covalency for lattice oxygen activation, but also improve hydroxyl afﬁnity for lattice oxygen reﬁlling. The corresponding water electrolyzer exhibits a cutting-edge current of 3.3 A cm-2 at 2.0 V with a lowered energy consumption",Sr-CoOOHv,foil,1 M KOH,255.0,10.0,1.0
10.1038/s41467-020-17934-7,Lattice_oxygen_activation_enabled_by_high-valence_metal_site.pdf,"Anodic oxygen evolution reaction (OER) is recognized as kinetic bottleneck in water electrolysis. Transition metal sites with high valence states can accelerate the reaction kinetics to offer highly intrinsic activity, but suffer from thermodynamic formation barrier. Here, we show subtle engineering of highly oxidized Ni4+ species in surface reconstructed (oxy) hydroxides on multicomponent FeCoCrNi alloy ﬁlm through interatomically electronic interplay. Our spectroscopic investigations with theoretical studies uncover that Fe component enables the formation of Ni4+ species, which is energetically favored by the multistep evolution of Ni2+→Ni3+→Ni4+. The dynamically constructed Ni4+ species drives holes into oxygen ligands to facilitate intramolecular oxygen coupling, triggering lattice oxygen activation to form Fe-Ni dual-sites as ultimate catalytic center with highly intrinsic activity. As a result, the surface reconstructed FeCoCrNi OER catalyst delivers outstanding mass activity and turnover frequency of 3601 A gmetal−1 and 0.483 s−1 at an overpotential of 300 mV in alkaline electrolyte, respectively.",RuO2,mesh,,304.0,10.0,0.9
10.1038/s41467-024-54987-4,Tackling_activity-stability_paradox_of_reconstructed_NiIrOxe.pdf,"One challenge remaining in the development of Ir-based electrocatalyst is the activity-stability paradox during acidic oxygen evolution reaction (OER), especially for the surface reconstructed IrOx catalyst with high efﬁciency. To address this, a phase selective Ir-based electrocatalyst is constructed by forming bridged W-O moiety in NiIrOx electrocatalyst. Through an electrochemical dealloying process, an nano-porous structure with surfacehydroxylated rutile NiWIrOx electrocatalyst is engineered via Ni as a sacriﬁcial element. Despite low Ir content, NiWIrOx demonstrates a minimal overpotential of 180 mV for the OER at 10 mA·cm−2. It maintains a stable 300 mA·cm−2 current density during an approximately 300 h OER at 1.8 VRHE and shows a stability number of 3.9 × 105 noxygen · nIr −1. The resulting W – O–Ir bridging motif proves pivotal for enhancing the efﬁcacy of OER catalysis by facilitating deprotonation of OER intermediates and promoting a thermodynamically favorable dual-site adsorbent evolution mechanism. Besides, the phase selective insertion of W-O in NiIrOx enabling charge balance through the W-O-Ir bridging motif, effectively counteracting lattice oxygen loss by regulating Ir-O co-valency. Photovoltaic-driven (electro) transformation of H2O and CO2 to valuable solar fuels is an intriguing possibility to rectify the world’s carbon footprint and offer an environmentally friendly substitute to traditional petroleum and coal so as to accomplish renewable energy generation1. The anodic reaction, also referred as the oxygen evolution reaction (OER), which serves as an essential half-cell reaction for catalytically splitting of H2O or reduction of CO2. The main challenge remaining in the development of OER is to obtain active, stable, and cost-effective electrocatalysts, especially in acidic media. At present, iridium oxides are generally considered as one of the most appropriate catalysts, owing to the superiority in balanced performance compared",NiWIrOx,foil,0.5 M H2SO4,180.0,10.0,1.0
10.1038/s41467-025-61131-3,Macroscopic_bubble_generation_promoted_by_nanobubble_seeds_a.pdf,"Macroscopic bubble generation promoted by nanobubble seeds as a traceless antiﬂuctuation strategy for water splitting Sheng Yang, Jing Yuan, Pengpeng Xie, Bo Li, Mengxuan Li, Daojin Zhou , Liang Luo & Xiaoming Sun To adapt ﬂuctuating renewable energy for water splitting is challenging, since the growth of electrochemically generated nanobubbles at early stage requires high supersaturation during the repeated start-stop cycles, which can accelerate the deactivation of electrodes and cause extra energy consumption. Herein, we propose a “bubble seeding” strategy by introducing nanobubbles (NBs, ~200 nm in diameter) into electrolyte to promote the generation of macroscopic bubbles. The precursive nanobubbles can act as the beforehand nuclei with a certain supersaturation, lower the supersaturation barrier for further growth, and result in reduced overpotential as high as 130 mV for oxygen evolution reaction. The enhancement depends on nanobubble coverage and size, with higher coverage and larger sizes favoring macrobubble growth. The nanobubbles with inert gas species (e.g. N2 for oxygen evolution reaction) can also work as the seeds, while the interfering or consumable gas species (e.g. O2 for hydrogen evolution reaction) would hinder the generation of macroscopic bubbles and enlarge the overpotential. The water splitting device working at presence of nanobubbles exhibits stable operation voltage during repeated start-stop cycles in contrast to traditional electrolyte without NBs, indicating great potential of such traceless nanobubble additive strategy for stabilizing gas evolution applications. Production of green hydrogen via renewable energy-based water splitting is a promising route to achieve the carbon peak and neutrality goals1–4. The capacity of renewable energy, such as wind and solar power, has been sharply increased in the last decade. There comes an emerging issue: how to adapt to the ﬂuctuation of renewable energy sources?5,6 Currently, water splitting devices are usually operated under constant working conditions with the integration of smart electricity grids or power plants7–10. However, with the explosive development of sustainable energy supply, water splitting systems themselves should be designed with well adaptability to the ﬂuctuation, which still lacks systematic investigation. The optimization remains largely unexplored due to the lack of",Pt/Au,nickel foam,0.1 M KOH,130.0,1.0,1.0
10.1038/s41467-025-66076-1,Carbonate_electrolytes_manipulate_lattice_oxygen_dynamics_of.pdf,"Activating the lattice oxygen of catalysts can accelerate the oxygen evolution reaction. However, a fundamental understanding of the lattice oxygen dynamics remains insufﬁcient, which ultimately impairs catalyst development.",CoOOH,carbon cloth,0.1 M KOH,133.0,10.0,1.0
10.1038/s41467-024-53871-5,High-density_asymmetric_iron_dual-atom_sites_for_efficient_a.pdf,"Double-atom catalysts (DACs) have opened distinctive paradigms in the ﬁeld of rapidly developing atomic catalysis owing to their great potential for promoting catalytic performance in various reaction systems. However, increasing the loading and extending the service life of metal active centres represents a considerable challenge for the efﬁcient utilization of DACs. Here, we rationally design asymmetric nitrogen, sulfur-coordinated diatomic iron centres on highly defective nitrogen-doped carbon nanosheets (denoted A-Fe2S1N5/SNC, A: asymmetric), which possess the atomic conﬁguration of the N2S1Fe-FeN3 moiety. The abundant defects and low-electronegativity heteroatoms in the carbon-based framework endow A-Fe2S1N5/SNC with a high loading of 6.72 wt%. Furthermore, A-Fe2S1N5/SNC has a low overpotential of 193 mV for the oxygen evolution reaction (OER) at 10 mA cm−2, outperforming commercial RuO2 catalysts. In addition, A-Fe2S1N5/SNC exhibits extraordinary stability, maintaining > 97% activity for over 2000 hours during the OER process. This work provides a practical scheme for simultaneously balancing the activity and stability of DACs towards electrocatalysis applications. Electrocatalytic water splitting and metal‒air batteries are considered promising options in sustainable energy conversion technologies. As the proton and electron provider on the anode electrode, the oxygen evolution reaction (OER) plays an important role in these devices. However, the four-electron OER process involves O–H bond rupture and O–O bond formation, the kinetics of which are sluggish; this is necessary for the development of highly efﬁcient OER catalysts. To date, iridiumand ruthenium-based catalysts are still the benchmark commercial OER catalysts; however, their low crustal abundance, high cost, and inferior durability limit their long-term development1–3. Consequently, developing earthabundant and high-intrinsic-activity OER catalysts is important for improving current energy technology. Recently, single-atom catalysts (SACs) with diverse well-deﬁned coordination conﬁgurations have attracted increasing attention due to",A-Fe2S1N5/SNC,foil,1.0 M KOH,193.0,10.0,1.0
10.1038/s41467-023-40375-x,Ionomer-free_and_recyclable_porous-transport_electrode_for_h.pdf,"Clean hydrogen production requires large-scale deployment of waterelectrolysis technologies, particularly proton-exchange-membrane water electrolyzers (PEMWEs). However, as iridium-based electrocatalysts remain the only practical option for PEMWEs, their low abundance will become a bottleneck for a sustainable hydrogen economy. Herein, we propose highperforming and durable ionomer-free porous transport electrodes (PTEs) with facile recycling features enabling Ir thrifting and reclamation. The ionomerfree porous transport electrodes offer a practical pathway to investigate the role of ionomer in the catalyst layer and, from microelectrode measurements, point to an ionomer poisoning effect for the oxygen evolution reaction. The ionomer-free porous transport electrodes demonstrate a voltage reduction of > 600 mV compared to conventional ionomer-coated porous transport electrodes at 1.8 A cm−2 and <0.1 mgIr cm−2, and a voltage degradation of 29 mV at average rate of 0.58 mV per 1000-cycles after 50k cycles of accelerated-stress tests at 4 A cm−2. Moreover, the ionomer-free feature enables facile recycling of multiple components of PEMWEs, which is critical to a circular clean hydrogen economy. Clean hydrogen, if produced by water electrolysis using renewable electricity, stands at the epicenter of decarbonizing various hard-to-",PEMWEs,carbon paper,,652.0,1800.0,0.9
10.1038/s41467-025-59710-5,Synergistic_niobium_and_manganese_co-doping_into_RuO2nanocry.pdf,"Low-cost ruthenium-based catalysts with high activity have emerged as promising alternatives to iridium-based counterparts for acidic oxygen evolution reaction (OER) in proton exchange membrane water electrolyzers (PEMWE), but the poor stability under high current density remains as a key challenge. Here, we utilize the synergistic complementary strategy of introducing earthabundant Mn and Nb dopants in ruthenium dioxide (RuO2) for Nb0.1Mn0.1Ru0.8O2 nanoparticle electrocatalyst that exhibits a low overpotential of 209 mV at 10 mA cm−2 and good stability of > 400 h at 0.2 A cm−2 in",Nb0.1Mn0.1Ru0.8O2,foil,0.5 M H2SO4,209.0,10.0,1.0
10.1038/s41467-024-45533-3,Microenvironment_reconstitution_of_highly_active_Ni_single_a.pdf,"The rational design of efﬁcient bifunctional single-atom electrocatalysts for industrial water splitting and the comprehensive understanding of its complex catalytic mechanisms remain challenging. Here, we report a Ni single atoms supported on oxygen-incorporated Mo2C via Ni-O-Mo bridge bonds, that gives high oxygen evolution reaction (OER) and hydrogen evolution reaction (HER) bifunctional activity. By ex situ synchrotron X-ray absorption spectroscopy and electron microscopy, we found that after HER, the coordination number and bond lengths of Ni-O and Ni-Mo (Ni-O-Mo) were all altered, yet the Ni species still remain atomically dispersed. In contrast, after OER, the atomically dispersed Ni were agglomerated into very small clusters with new Ni-Ni (Ni-ONi) bonds appeared. Combining experimental results and DFT calculations, we infer the oxidation degree of Mo2C and the conﬁguration of single-atom Ni are both vital for HER or OER. This study provides both a feasible strategy and model to rational design highly efﬁcient electrocatalysts for water electrolysis. Electrochemical water splitting is widely regarded as one of the most important and promising pathways to convert renewable energy into high-purity hydrogen and oxygen1–4. For a continuous overall water splitting process in practical, pairing the two electrode reactions together in an integrated electrolyser is difﬁcult because of the mismatch of pH ranges in which these catalysts are stable and remain the most active5–8. In addition, producing different catalysts for both monofunctional catalysts requires different equipment and processes, which could increase the cost compared to bifunctional catalysts. Therefore, compared to monofunctional catalysts, bifunctional catalysts are relatively favorable options for overall water decomposition9. Currently, Pt-based materials and Ir/Ru-based materials are the benchmark in HER and OER catalysts, respectively. Nevertheless, their scarcity and high price hinder their development and wide applications10–13. Meanwhile, only a few OER catalysts (e.g. IrO2 and RuO2) are stable in acidic solutions, thus designing cost-effective and earth-abundant bifunctional electrocatalysts with high efﬁciency of overall water splitting in the same alkaline conditions are of great",NiSA-O/Mo2C,foil,1 M KOH,299.0,10.0,1.0
10.1038/s41467-025-58424-y,Updating_the_sub-nanometric_cognition_of_reconstructed_oxyhy.pdf,"Unveiling structure-activity correlations at the sub-nanoscale remains an essential challenge in catalysis science. During electrocatalysis, dynamic structural evolution drives the ambiguous entanglement of crystals and electrons degrees of freedom that obscure the activity origin. Here, we track the",NiS2-NiOOH,carbon paper,1 M KOH,218.0,10.0,1.0
10.1038/s41467-026-70979-y,Piezoelectric_activation_of_dual_lattice-oxygen_mechanism_th.pdf,"The realization of multi-energy water oxidation systems is impeded by the challenge of integrating multiple energy inputs. Here, we overcome this limitation via ultrasonic pre-treatment of the electrolyte, which triggers a mechano-electrochemical coupling effect through piezoelectric polarization. This process promotes a Grotthuss-type OH−state that weakens O-H bonds and increases the interfacial OH−concentration, thereby inﬂuencing the electrochemical reconstruction of Ni(OH)2 to NiOOH and modifying water electrolysis pathways. These changes enhance Ni-O covalency and synergistically activate two low-energy water oxidation pathways on NiOOH involving lattice oxygen: one couples lattice oxygen with adsorbed oxygen, while the other facilitates direct lattice oxygen-oxygen coupling. Both routes bypass the highenergy *OOH intermediate typical of the conventional adsorbate evolution mechanism (*OH →*O →*OOH →O2), with the latter also avoiding *O adsorption entirely. Notably, just one minute of ultrasonic stimulation reduces the overpotential by 222 mV at 100 mA cm-2. This pulsed-energy strategy thus offers an efﬁcient and scalable approach to realizing multi-energy-enhanced water splitting. Hydrogen energy, celebrated for its clean combustion, high energy density, and sustainability, emerges as a pivotal solution to global energy and environmental crises1–3. Among its production routes, green hydrogen via renewable-powered water electrolysis is particularly compelling, yet its efﬁciency is severely plagued by the sluggish kinetics of the oxygen evolution reaction (OER)4–6. The OER’s fourelectron transfer process entails substantial energy barriers, manifesting as large overpotentials that diminish overall electrolysis efﬁciency7. Thus, accelerating electron transfer and lowering reaction barriers remain critical goals for advancing high-performance electrocatalysts. Catalyst electronic states are widely recognized as the corner-",O-H,mesh,1 M KOH,222.0,100.0,1.0
10.1038/s41467-024-55120-1,Identifying_and_tuning_coordinated_water_molecules_for_effic.pdf,"Identifying and tuning coordinated water molecules for efﬁcient electrocatalytic water oxidation Geng Zhang, Wei Guo , Hong Zheng, Xiang Li, Jinxin Wang & Qiuyu Zhang Coordination complexes are promising candidates for powerful electrocatalytic oxygen evolution reaction but challenges remain in favoring the kinetics behaviors through local coordination regulation. Herein, by reﬁning the synergy of carboxylate anions and multiconjugated benzimidazole ligands, we tailor a series of well-deﬁned and stable coordination complexes with threedimensional supramolecular/coordinated structures. The coordinated water as potential open coordination sites can directly become intermediates, while the metal center easily achieves re-coordination with water molecules in the pores to resist lattice oxygen dissolution. In situ experiments and theory simulations indicate that nickel centers with neighboring coordinated water molecules follow an intramolecular oxygen coupling mechanism with a low thermodynamic energy barrier. With more coordinated water introduced, an optimized intramolecular oxygen coupling process may appear for favoring the reaction kinetics. As such, a low overpotential of 248 mV at 10 mA cm–2 and long-term stability of 200 h are achieved. This study underscores the potential of crafting coordinated water molecules for efﬁcient electrocatalysis applications. The conversion of intermittent electrical energy into hydrogen with high-energy density (120 MJ kg–1) by water electrolysis strategy is",the as-crafted Ni-tPBA3,carbon paper,1 M KOH,248.0,10.0,1.0
10.1038/s41467-022-31406-0,Anti-dissolution_Pt_single_site_with_PtOHO3CoP_coordination_.pdf,"As the most well-known electrocatalyst for cathodic hydrogen evolution in water splitting electrolyzers, platinum is unfortunately inefﬁcient for anodic oxygen evolution due to its overbinding with oxygen species and excessive dissolution in oxidative environment. Herein we show that single Pt atoms dispersed in cobalt hydrogen phosphate with an unique Pt(OH) (O3)/Co(P) coordination can achieve remarkable catalytic activity and stability for oxygen evolution. The catalyst yields a high turnover frequency (35.1 ± 5.2 s−1) and mass activity (69.5 ± 10.3 A mg−1) at an overpotential of 300 mV and excellent stability. Mechanistic studies elucidate that the superior catalytic performance of isolated Pt atoms herein stems from optimal binding energies of oxygen intermediate and also their strong electronic coupling with neighboring Co atoms that suppresses the formation of soluble Ptx>4 species. Alkaline water electrolyzers assembled with an ultralow Pt loading realizes an industrial-level current density of 1 A cm−2 at 1.8 volts with a high durability.",Pt1/CoHPO,foil,0.1 M KOH,209.0,10.0,1.0
10.1038/s41467-021-24829-8,Highly_efficient_and_robust_noble-metal_free_bifunctional_wa.pdf,"The operating principle of conventional water electrolysis using heterogenous catalysts has been primarily focused on the unidirectional charge transfer within the heterostructure. Herein, multidirectional charge transfer concept has been adopted within heterostructured catalysts to develop an efﬁcient and robust bifunctional water electrolysis catalyst,",,foam,1 M KOH,128.0,10.0,0.75
10.1038/s41467-019-11765-x,Atomic_and_electronic_modulation_of_self-supported_nickel-va.pdf,"Herein, ruthenium (Ru) and iridium (Ir) are introduced to tailor the atomic and electronic structure of self-supported nickel-vanadium (NiV) layered double hydroxide to accelerate water splitting kinetics, and the origin of high hydrogen evolution reaction (HER) and oxygen evolution reaction (OER) activities are analyzed at atomic level. X-ray photoelectron spectroscopy and X-ray absorption near-edge structure spectroscopy studies reveal synergistic electronic interactions among Ni, V, and Ru (Ir) cations. Raman spectra and Fourier and wavelet transform analyses of the extended X-ray absorption ﬁne structure indicate modulated local coordination environments around the Ni and V cations, and the existence of V vacancies. The Debye–Waller factor suggests a severely distorted octahedral V environment caused by the incorporation of Ru and Ir. Theoretical calculations further conﬁrm that Ru or Ir doping could optimize the adsorption energy of intermediates in the Volmer and Heyrovsky steps for HER and accelerate the whole kinetic process for OER. https://doi.org/10.1038/s41467-019-11765-x OPEN",NiV-LDH,foam,1 M KOH,209.0,10.0,1.0
10.1038/s41467-017-01053-x,Regulatingp-block_metals_in_perovskite_nanodots_for_efficien.pdf,"Water oxidation represents the core process of many sustainable energy systems, such as fuel cells, rechargeable metal-air batteries, and water splitting. Material surface defects with high-energy hanging bonds possess superb intrinsic reactivity, whose actual performance is limited by the dimension and conductivity of the electrocatalyst. Herein we propose a surface defect-rich perovskite electrocatalyst through a p-block metal regulation concept to achieve high performance for oxygen evolution. As a typical p-metal, Sn4+ dissolves from the solid phase from model SnNiFe perovskite nanodots, resulting in abundant surface defects with superior water oxidation performance. An oxygen pool model and a fusion-evolution mechanism are therefore proposed for the in-depth understanding of p-block metal regulation and the oxygen evolution reaction. The energy chemistry unveiled herein provides insights into water oxidation and helps to tackle critical issues in multi-electron oxygen electrocatalysis. DOI: 10.1038/s41467-017-01053-x OPEN",SnNiFe,foam,0.10 M KOH,350.0,10.0,1.0
10.1038/s41598-025-87104-6,Electrochemical_deposition_of_bimetallic_sulfides_on_novel_B.pdf,"Seawater electrolysis is an ideal technology for obtaining clean energy—green hydrogen. Developing efficient bifunctional catalysts is crucial for hydrogen production through direct seawater electrolysis. Currently, metal substrates loaded with active catalysts are widely employed as electrodes for seawater electrolysis. However, the challenge of metal corrosion cannot be ignored. In this work, the boron-doped diamond (BDD) with excellent corrosion resistance was explored as a substrate for loading active catalysts in seawater electrolysis. A step-by-step electrodeposition method was used to fabricate the FeCoS/Ni/BDD electrode, effectively addressing the poor adhesion of the FeCoS active layer to the BDD substrate. The resulting electrode demonstrated interesting bifunctional catalytic performance, achieving oxygen evolution reaction (OER) and hydrogen evolution reaction (HER)",Al-Ni3S2/NF,nickel foam,1 M KOH,223.0,10.0,1.0
10.1038/s41598-022-04999-1,Solid-state_synthesis_of_CdFe2O4binary_catalyst_for_potentia.pdf,"Clean energy is highly needed at this time when the energy requirements are rapidly increasing. The observed increasing energy requirement are largely due to continued industrialization and global population explosion. The current means of energy source is not sustainable because of several reasons, most importantly, environmental pollution and human health deterioration due to burning of fossil fuels. Therefore, this study develops a new catalyst for hydrogen and oxygen evolution by water splitting as a potential energy vector. The binary metal oxide catalyst ­CdFe2O4 was synthesized by the solventless solid-mechanical alloying method. The as-prepared catalyst was well characterized by several methods including field emission scanning electron microscopy (FESEM), X-ray diffraction spectroscopy (XRD), X-ray photoelectron spectroscopy (XPS), Fourier Transform infrared red",CdFe2O4,glassy carbon,1 M KOH,220.0,10.0,1.0
10.1038/s41598-025-87952-2,In_situ_construction_of_MOF_derived_CoNC_anchored_on_N-doped.pdf,"Electrocatalytic materials with dual functions of oxygen reduction reaction (ORR) and oxygen evolution reaction (OER) have received increasing attention in the field of zinc-air batteries (ZABs) research. In this study, bifunctional CoNC@NCXS catalysts were prepared by anchoring Co and N co-doped CoNC on N-doped carbon xerogel sphere (NCXS) based on the spatially confined domain effect and in-situ doping technique. CoNC@NCXS exhibited excellent ORR/OER activity in alkaline electrolytes with the ORR onset potential of 0.99 V, the half-wave potential (E1/2) of 0.78 V at 10 mA cm−2 and the OER overpotential of 360 mV at 10 mA cm−2. These excellent catalytic activities were derived from constructing composite active structures and enhancing electrocatalytic efficiency. The ZAB assembled with CoNC@NCXS catalyst had a discharge specific capacity of 710 mAh g−1 at a current density of 10 mA cm−2, which was superior to that of the Pt/C&RuO2 catalyst-assembled battery (667 mAh g−1). After running for 150 h, the charge and discharge efficiency of the CoNC@NCXS battery decreased by only 12.8%, which confirmed the excellent stability of the CoNC@NCXS catalyst. The free energy diagrams showed that, CoNC@NCXS has lower energy barriers and higher potential than CoNC in key reaction steps. This study provides a new perspective for the structural design of highly active composite catalysts in energy storage and conversion. Keywords Zinc-air battery, Electrocatalysis, Bifunctional catalyst, N-doped carbon xerogel The development of sustainable energy conversion and storage systems plays a crucial role in mitigating the fossil fuel crisis and environmental pollution. Zinc-air batteries (ZABs), as one of the most competitive candidates in the field of large-scale energy storage, have attracted widespread attention due to their environmentally friendliness, low cost and high energy density characteristics1–3. Nevertheless, the slow kinetics of oxygen reduction reaction/oxygen evolution reaction (ORR/OER) at the air electrode of ZABs results in poor energy",CoNC@NCXS,glassy carbon,0.1 M KOH,360.0,10.0,1.0
10.1038/s41467-023-36703-w,Chiral_electrocatalysts_eclipse_water_splitting_metrics_thro.pdf,"Continual progress in technologies that rely on water splitting are often hampered by the slow kinetics associated with the oxygen evolution reaction (OER). Here, we show that the efﬁciency of top-performing catalysts can be improved, beyond typical thermodynamic considerations, through control over reaction intermediate spin alignment during electrolysis. Spin alignment is achieved using the chiral induced spin selectivity (CISS) effect and the improvement in OER manifests as an increase in Faradaic efﬁciency, decrease in reaction overpotential, and change in the rate determining step for chiral nanocatalysts over compositionally analogous achiral nanocatalysts. These studies illustrate that a deﬁned spatial orientation of the nanocatalysts is not necessary to exhibit spin selectivity and therefore represent a viable platform for employing the transformative role of chirality in other reaction pathways and processes. The oxygen evolution reaction (OER) remains a signiﬁcant bottleneck for numerous electrocatalytic and electrochemical processes, includ-",IrO2,glassy carbon,1 M NAOH,350.0,0.11,1.0
10.1038/s41467-020-14917-6,Electrochemical_deposition_as_a_universal_route_for_fabricat.pdf,"Single-atom catalysts (SACs) exhibit intriguing catalytic performance owing to their maximized atom utilizations and unique electronic structures. However, the reported strategies for synthesizing SACs generally have special requirements for either the anchored metals or the supports. Herein, we report a universal approach of electrochemical deposition that is applicable to a wide range of metals and supports for the fabrication of SACs. The depositions were conducted on both cathode and anode, where the different redox reactions endowed the SACs with distinct electronic states. The SACs from cathodic deposition exhibited high activities towards hydrogen evolution reaction, while those from anodic deposition were highly active towards oxygen evolution reaction. When cathodicallyand anodicallydeposited Ir single atoms on Co0.8Fe0.2Se2@Ni foam were integrated into a two-electrode cell for overall water splitting, a voltage of 1.39 V was required at 10 mA cm−2 in alkaline electrolyte.",C-Ir1/Co0.8Fe0.2Se2@Ni,foam,1 M KOH,140.0,10.0,1.0
10.1038/s41598-025-13853-z,Molybdenum_carbide_nanoparticles_produced_by_pulsed_laser_ab.pdf,"Molybdenum carbides have emerged as an optimal alternative to noble expensive materials for hydrogen evolution reaction (HER). Most reported synthesis methods involve prolonged operations at high temperatures in reactive gases environments. In this study, we introduce nanosecond Pulsed Laser Ablation in Liquid (PLAL) as a viable and environmental friendly approach for synthesizing molybdenum carbide by ablating a molybdenum (Mo) target in ethanol. Structural and compositional characterizations on the nanoparticles (NPs) reveal no oxidation and the absence of a graphitic shell, confirming the formation of hexagonal Mo2C and cubic MoC. The NPs loaded on nickel foam exhibit significant HER activity in an aqueous 1 M KOH electrolyte, with a potential of 136 mV vs. RHE at 10 mA cm− 2 and 240 mV at 50 mA cm− 2. The calculated mass activity (0.05 A/cm2) highlights the high intrinsic activity of this material compared to conventional and non-green synthesis methods reported in literature. Keywords Pulsed laser ablation in liquid, Molybdenum carbide, Nanoparticles, Hydrogen evolution reaction According to the International Energy Agency (IEA) a global energy crisis is affecting all countries in the energy production market, requiring more and more effort in clean energy source production1. Hydrogen is a promising key player, with the highest energy density among energy vectors, still its sustainable production at large scale is hindered by proper catalysts availability. Green hydrogen is produced through electrocatalytic water splitting driven by renewable energy through Oxygen Evolution Reaction (OER) and Hydrogen Evolution Reaction (HER) taking place in an electrochemical cell2. Large scale production of H2 takes place in alkaline-based electrolysers with highly concentrated KOH solution, still the development of electrochemically active catalysts is a current great challenge3. Noble and precious metals (such as platinum, palladium, iridium) are the most well performing materials but large-scale applications are limited by their high cost. As an alternative, material scientists have shifted their investigation towards low cost and earth abundant materials, such as transition metal carbides (TMCs) showing stability and insolubility and promising catalytic properties, comparable to those of Pt-group metals4–7. Molybdenum-based carbides are ultra-hard, resistant materials with metallic conductivity, mechanical strength, high specific conductance and capacitance7. Molybdenum carbide can be synthesized in mainly five crystal structures: α-MoC1 − x, α-Mo2C, β-Mo2C, γ-MoC and η-MoC. A hexagonal crystal structure is exhibited by γ-MoC and η-MoC. Instead, α-MoC1 − x has face centered cubic (fcc) structure. The α-Mo2C orthorhombic close packed (hpc) structure is due to Mo and C layers placed in alternating order while β-Mo2C has a",Mo2C,nickel foam,1 M KOH,240.0,10.0,1.0
10.1038/s41467-024-46708-8,A_restricted_dynamic_surface_self-reconstruction_toward_high.pdf,"The development of highly efﬁcient electrocatalysts for direct seawater splitting with bifunctionality for inhibiting anodic oxidation reconstruction and selective oxygen evolution reactions is a major challenge. Herein, we report a direct seawater oxidation electrocatalyst that achieves long-term stability for more than 1000 h at 600 mA/cm2@η600 and high selectivity (Faraday efﬁciency of 100%). This catalyst revolves an amorphous molybdenum oxide layer constructed on the beaded-like cobalt oxide interface by atomic layer deposition technology. As demonstrated, a new restricted dynamic surface self-reconstruction mechanism is induced by the formation a stable reconstructed Co-Mo double hydroxide phase interface layer. The device assembled into a two-electrode ﬂow cell for direct overall seawater electrolysis main-",MoO3@CoO/CC,carbon cloth,1 M KOH,440.0,200.0,1.0
10.1038/s41467-023-44483-6,Tensile_straining_of_iridium_sites_in_manganese_oxides_for_p.pdf,"Although the acidic oxygen evolution reaction (OER) plays a crucial role in proton-exchange membrane water electrolysis (PEMWE) devices, challenges remain owing to the lack of efﬁcient and acid-stable electrocatalysts. Herein, we present a low-iridium electrocatalyst in which tensile-strained iridium atoms are localized at manganese-oxide surface cation sites (TS-Ir/MnO2) for high and sustainable OER activity. In situ synchrotron characterizations reveal that the TS-Ir/MnO2 can trigger a continuous localized lattice oxygenmediated (L-LOM) mechanism. In particular, the L-LOM process could substantially boost the adsorption and transformation of H2O molecules over the oxygen vacancies around the tensile-strained Ir sites and prevent further loss of lattice oxygen atoms in the inner MnO2 bulk to optimize the structural integrity of the catalyst. Importantly, the resultant PEMWE device fabricated using TS-Ir/MnO2 delivers a current density of 500 mA cm−2 and operates stably for 200 h. Proton-exchange membrane water electrolysis (PEMWE) devices, which have lower resistance losses, less gas crossover, and higher current densities than alkaline water electrolysis devices, are a promising and sustainable route for producing clean hydrogen (H2) fuels1–4. Presently, the overall efﬁciency of water electrolysis is mainly limited by the anodic oxygen evolution reaction (OER), which includes a sluggish four proton-coupled electron-transfer process5–7. Moreover, severe degradation of active sites in a highly acidic oxidation state, especially at high current densities, severely limits the large-scale",TS-Ir/ MnO2,carbon cloth,0.1 M HCLO4,180.0,10.0,1.0
