doi,source_pdf,title,abstract,material,substrate,electrolyte,overpotential_mV,current_density,confidence,extraction_note,anchor_found,anchor_sentence
10.1038/s41467-025-62861-0,Tunnel-structured_IrOxunlocks_catalytic_efficiency_in_proton.pdf,Tunnel-structured IrOx unlocks catalytic efﬁciency in proton exchange membrane water electrolyzers,"Proton exchange membrane water electrolyzers face challenges due to high iridium loading and sluggish oxygen evolution reaction kinetics when using conventional rutile-structured iridium oxide nanocatalysts. Here we ﬁnd that iridium oxide catalysts with a speciﬁc tunnel-type crystal structure exhibit highly localized reactivity, where regions at tunnel mouths drive oxygen evolution far more efﬁciently than tunnel-wall regions. The intrinsic activity of tunnel mouths is 25-fold higher than that of tunnel walls, with shorter nanorods achieving a better balance between active site exposure and electron/mass transport efﬁciency. When implemented in proton exchange membrane water electrolyzers, this engineered catalyst achieves notable performance at low iridium loading (0.28 mgIr cm−2), delivering over 2.0 A cm−2 at 1.8 V (80 °C) and operating stably for 1800 h—notably outperforming conventional catalysts. Our work identiﬁes catalytic hotspots in tunnel-structured oxides and demonstrates their rational integration into high-performance, durable electrolyzer systems. As the only electrolysis technology capable of coupling gigawatt-scale hydrogen production with millisecond-scale dynamic response, proton exchange membrane water electrolyzers (PEMWEs) have become the critical enabler for converting intermittent renewable power into industrial-grade green hydrogen1–3. With PEMWE installations expec-",PEMWEs,carbon paper,0.1 M HCLO4,312,10,1.0,complete,True,"5a, the apparent activity (jgeo, current density normalized by geometric area of working electrode) decreases from T-IrOx-400 to T-IrOx-700. The overpotentials at jgeo = 10 mA cm−2 are ~263, 282, 298, and 312 mV for T-IrOx-400, T-IrOx-500, T-IrOx-600, and T-IrOx-700, respectively."
10.1038/s41467-025-65980-w,Oxide-hybridized_carbon_as_a_catalyst_support_for_efficient_.pdf,Oxide-hybridized carbon as a catalyst support for efﬁcient anion exchange membrane water electrolysis,"The performance of anion exchange membrane water electrolysis, a key technology for achieving net-zero carbon emissions, can be improved by introducing an appropriate catalyst support. However, the ideal support material for water electrolysis remains debatable. Recent efforts focused on enhancing the corrosion resistance by using highly crystalline carbon as a carbon-based support. Despite this progress, the defects intrinsic to carbon emphasize the need for effective passivation strategies to ensure long-term stability and reliability. Addressing this challenge, here we introduce Ti to passivate these surface defects, resulting in oxide-hybridized supports with signiﬁcantly improved corrosion resistance. The layered double hydroxide catalyst loaded on the Ti-hybridized carbon demonstrates notable performance (8.5 A cm−2 at 2 V) and durability (0.17 mV h−1 over 900 h at 1 A cm−2). The enhanced activity can be attributed to the efﬁcient OH−supply, as conﬁrmed by in-situ Fourier-transform infrared spectroscopy measurements and theoretical calculations. This study provides a foundation for the development of advanced catalyst supports for water electrolysis. Hydrogen has emerged as a potential energy source and carrier due to its high energy density (33.3 kWh kg−1), low weight, and environmental friendliness1. Depending on the production method, hydrogen is",LDH-Ti13wt,foam,1 M KOH,300,10,1.0,complete,True,"The OER catalytic activity and long-term durability of LDH-Tixwt%/HCC were evaluated in both half-cell and AEMWE cell conﬁgurations. The OER overpotentials for 10 mA cm−2 for LDH-HCC, LDH-Ti4wt%/HCC, LDH- Ti9wt%/HCC, and LDH-Ti13wt%/HCC were 282, 302, 282, and 300 mV, respectively (Fig."
10.1038/s41598-017-08296-0,Anomalousin_situActivation_of_Carbon-Supported_Ni2P_Nanopart.pdf,OPEN 2,"Electrochemical water splitting is one of the most promising systems by which to store energy produced from sustainable sources, such as solar and wind energy. Designing robust and stable electrocatalysts is urgently needed because of the relatively sluggish kinetics of the anodic reaction, i.e. the oxygen evolution reaction (OER). In this study, we investigate the anomalous in situ activation behaviour of carbon-supported Ni2P nanoparticles (Ni2P/C) during OER catalysis in alkaline media. The activated Ni2P/C shows an exceptionally high activity and stability under OER conditions in which the overpotential needed to achieve 10 mA cm−2 was reduced from approximately 350 mV to approximately",IrOx/C,glassy carbon,0.1 M KOH,350,10,1.0,complete,True,"3a). For example, the initial OER activity at j = 10 mA cm−2 was measured at about 350 mV, which is slightly more sluggish than the value of 340 mV for IrOx/C (one of the most active OER catalysts in basic aqueous solutions)3, 5."
10.1038/s41467-026-69547-1,Engineering_Co-ion_vacancy_in_dynamically_reconstructed_Co-b.pdf,Engineering Co-ion vacancy in dynamically reconstructed Co-based catalysts for practical anion-exchange membrane electrolysis,"Precisely engineering metal-ion vacancy in dynamically reconstructed electrocatalysts provides an attractive symmetry-breaking tool to develop robust electrocatalysts under operation conditions. Herein, we demonstrate a convenient Sr-ion-mediated reconstruction strategy to fabricate Co-vacancyenriched Sr-CoOOH nanosheets under oxygen evolution reaction conditions with balanced activation and reﬁlling of lattice oxygen for practical anionexchange membrane water electrolysis. The Sr-ion substitution in pre-catalysts can weaken bond strength for facilitated Co-ion vacancies formation in reconstructed oxyhydroxides. These Co-ion vacancies not only strengthen CoO covalency for lattice oxygen activation, but also improve hydroxyl afﬁnity for lattice oxygen reﬁlling. The corresponding water electrolyzer exhibits a cutting-edge current of 3.3 A cm-2 at 2.0 V with a lowered energy consumption",Sr-CoOOHv,foil,1 M KOH,255,10,1.0,complete,True,"3a, which were all corrected for the ohmic loss (Supplementary Fig. 13), 1.0%Sr-CoOOHv exhibited the earliest onset potential and an overpotential as low as 255 mV at 10 mA cm−2, signiﬁcantly outperforming that of 312 mV for pure CoOOH and 327 mV for commercial RuO2."
10.1038/s41467-020-17934-7,Lattice_oxygen_activation_enabled_by_high-valence_metal_site.pdf,OPEN,"Anodic oxygen evolution reaction (OER) is recognized as kinetic bottleneck in water electrolysis. Transition metal sites with high valence states can accelerate the reaction kinetics to offer highly intrinsic activity, but suffer from thermodynamic formation barrier. Here, we show subtle engineering of highly oxidized Ni4+ species in surface reconstructed (oxy) hydroxides on multicomponent FeCoCrNi alloy ﬁlm through interatomically electronic interplay. Our spectroscopic investigations with theoretical studies uncover that Fe component enables the formation of Ni4+ species, which is energetically favored by the multistep evolution of Ni2+→Ni3+→Ni4+. The dynamically constructed Ni4+ species drives holes into oxygen ligands to facilitate intramolecular oxygen coupling, triggering lattice oxygen activation to form Fe-Ni dual-sites as ultimate catalytic center with highly intrinsic activity. As a result, the surface reconstructed FeCoCrNi OER catalyst delivers outstanding mass activity and turnover frequency of 3601 A gmetal−1 and 0.483 s−1 at an overpotential of 300 mV in alkaline electrolyte, respectively.",RuO2,mesh,,304,10,0.9,complete,True,"re 2a displays the collected linear sweep voltammogram (LSV) polarization curves of various catalysts, clearly showing that our electro- chemical activated MCA ﬁlms signiﬁcantly outperform the benchmark RuO2 catalyst. An overpotential of 304 mV is required for EA-CCN to achieve a current density of 10 mA cm−2 (normalized by geometrical area of electrode), which further decreases to 255 and 221 mV for EA-FCN and EA-FCCN, respectively (Supplementary Fig."
10.1038/s41467-024-54987-4,Tackling_activity-stability_paradox_of_reconstructed_NiIrOxe.pdf,Tackling activity-stability paradox of reconstructed NiIrOx electrocatalysts by bridged W-O moiety,"One challenge remaining in the development of Ir-based electrocatalyst is the activity-stability paradox during acidic oxygen evolution reaction (OER), especially for the surface reconstructed IrOx catalyst with high efﬁciency. To address this, a phase selective Ir-based electrocatalyst is constructed by forming bridged W-O moiety in NiIrOx electrocatalyst. Through an electrochemical dealloying process, an nano-porous structure with surfacehydroxylated rutile NiWIrOx electrocatalyst is engineered via Ni as a sacriﬁcial element. Despite low Ir content, NiWIrOx demonstrates a minimal overpotential of 180 mV for the OER at 10 mA·cm−2. It maintains a stable 300 mA·cm−2 current density during an approximately 300 h OER at 1.8 VRHE and shows a stability number of 3.9 × 105 noxygen · nIr −1. The resulting W – O–Ir bridging motif proves pivotal for enhancing the efﬁcacy of OER catalysis by facilitating deprotonation of OER intermediates and promoting a thermodynamically favorable dual-site adsorbent evolution mechanism. Besides, the phase selective insertion of W-O in NiIrOx enabling charge balance through the W-O-Ir bridging motif, effectively counteracting lattice oxygen loss by regulating Ir-O co-valency. Photovoltaic-driven (electro) transformation of H2O and CO2 to valuable solar fuels is an intriguing possibility to rectify the world’s carbon footprint and offer an environmentally friendly substitute to traditional petroleum and coal so as to accomplish renewable energy generation1. The anodic reaction, also referred as the oxygen evolution reaction (OER), which serves as an essential half-cell reaction for catalytically splitting of H2O or reduction of CO2. The main challenge remaining in the development of OER is to obtain active, stable, and cost-effective electrocatalysts, especially in acidic media. At present, iridium oxides are generally considered as one of the most appropriate catalysts, owing to the superiority in balanced performance compared",NiWIrOx,foil,0.5 M H2SO4,180,10,1.0,complete,True,"Conse- quently, this synergistic modiﬁcation may not only elevate the efﬁciency of the OER but also confers heightened stability to the overall catalyst performance. It is found that the obtained NiWIrOx electrocatalyst deliver a low overpotential of 180 mV to attain 10 mA cm−2 current density complemented with a 312 h stability in 0.5 M H2SO4 electrolyte at 1.8 VRHE potential under approximately 300 mA·cm−2 current density."
10.1038/s41467-025-61131-3,Macroscopic_bubble_generation_promoted_by_nanobubble_seeds_a.pdf,Macroscopic bubble generation promoted by nanobubble seeds as a traceless anti-ﬂuctuation strategy for water splitting,"Macroscopic bubble generation promoted by nanobubble seeds as a traceless antiﬂuctuation strategy for water splitting Sheng Yang, Jing Yuan, Pengpeng Xie, Bo Li, Mengxuan Li, Daojin Zhou , Liang Luo & Xiaoming Sun To adapt ﬂuctuating renewable energy for water splitting is challenging, since the growth of electrochemically generated nanobubbles at early stage requires high supersaturation during the repeated start-stop cycles, which can accelerate the deactivation of electrodes and cause extra energy consumption. Herein, we propose a “bubble seeding” strategy by introducing nanobubbles (NBs, ~200 nm in diameter) into electrolyte to promote the generation of macroscopic bubbles. The precursive nanobubbles can act as the beforehand nuclei with a certain supersaturation, lower the supersaturation barrier for further growth, and result in reduced overpotential as high as 130 mV for oxygen evolution reaction. The enhancement depends on nanobubble coverage and size, with higher coverage and larger sizes favoring macrobubble growth. The nanobubbles with inert gas species (e.g. N2 for oxygen evolution reaction) can also work as the seeds, while the interfering or consumable gas species (e.g. O2 for hydrogen evolution reaction) would hinder the generation of macroscopic bubbles and enlarge the overpotential. The water splitting device working at presence of nanobubbles exhibits stable operation voltage during repeated start-stop cycles in contrast to traditional electrolyte without NBs, indicating great potential of such traceless nanobubble additive strategy for stabilizing gas evolution applications. Production of green hydrogen via renewable energy-based water splitting is a promising route to achieve the carbon peak and neutrality goals1–4. The capacity of renewable energy, such as wind and solar power, has been sharply increased in the last decade. There comes an emerging issue: how to adapt to the ﬂuctuation of renewable energy sources?5,6 Currently, water splitting devices are usually operated under constant working conditions with the integration of smart electricity grids or power plants7–10. However, with the explosive development of sustainable energy supply, water splitting systems themselves should be designed with well adaptability to the ﬂuctuation, which still lacks systematic investigation. The optimization remains largely unexplored due to the lack of",Pt/Au,nickel foam,0.1 M KOH,130,1,1.0,nonstandard_current_density,True,"As presented in Fig. 1c, by introducing NBs to the electrolyte, the OER onset potential of the Pt/Au electrode at the current density of 1 mA/cm2 is found to be 1.70 V (vs RHE), with a lowered overpotential (Δη) of 130 mV relative to the intrinsic onset potential (1.83 V) without bulk NBs."
10.1038/s41467-025-66076-1,Carbonate_electrolytes_manipulate_lattice_oxygen_dynamics_of.pdf,Carbonate electrolytes manipulate lattice oxygen dynamics of oxyhydroxides toward efﬁcient and durable water oxidation,"Activating the lattice oxygen of catalysts can accelerate the oxygen evolution reaction. However, a fundamental understanding of the lattice oxygen dynamics remains insufﬁcient, which ultimately impairs catalyst development.",CoOOH,carbon cloth,0.1 M KOH,133,10,1.0,complete,True,"1c show substantially altered behaviors of all model catalysts compared with those in the CL test. In the forward scan, Ccarb has a much stronger inﬂuence on the η10 values of CoOOH and NiCoOOH, where Δηm exceeds 133 mV and 127 mV, respectively."
10.1038/s41467-026-71016-8,Decoupling_chargedischarge_electrolysis_for_hydrogen_evoluti.pdf,Decoupling charge‒discharge electrolysis for hydrogen evolution and organic oxidation reactions,"Replacing the oxygen evolution reaction with more thermodynamically favourable organic oxidation reactions (OORs) can enable energy-efﬁcient hydrogen evolution and hydrogenation. However, cathodic reduction rates are limited by sluggish OORs. Herein, we report a decoupled electrolysis strategy using a solid redox reservoir (RR) to realize an optimized hydrogen evolution reaction (HER) paired with valuable chemical synthesis. The decoupled system with a rechargeable capability features a HER coupled with RR oxidation for electricity storage, which is followed by the conversion of OORs (e.g., ethylene glycol, glycerol) into value-added chemicals coupled with the reduction of the oxidized RR to generate electricity. The fast kinetics of RR oxidation and membrane-free cell operation optimize the HER rate. The valueadded chemicals and electricity are cocreated during the discharge process, offering more economic beneﬁts. This decoupling design is universally applicable to other OORs-paired reduction systems (e.g., acetylene-toethylene semihydrogenation) to synthesize various chemicals for electricity storage and generation, paving a sustainable avenue for H2 production/ hydrogenation and chemicals manufacturing. Electrocatalytic hydrogen evolution and hydrogenation reactions involving water are promising approaches for producing green hydrogen (H2) and various other chemicals1–3, but a high overpotential is usually required to drive the kinetically sluggish oxygen evolution reaction (OER) at the anode to match the rate of the cathodic reduction reaction (CRR)4–7. This requirement results in a high cell voltage input and signiﬁcantly increases energy consumption, such as when the cell voltage is > 1.8 V, with a high electricity consumption of 4.5–6 kWh m−3 H2 in an overall water splitting (OWS) system8. Moreover, the OER yields low-value O2 and poses risks such as the formation of explosive H2/O2 gas mixtures, such that an ion-exchange membrane is required to prevent gas crossover. The membrane also suffers from degradation because of the generation of reactive oxygen species9. Recently, the electrooxidation reactions of organic small molecules",H2/O2,foam,1 M KOH,,,0.55,material_without_anchor,False,
10.1038/ncomms14169,Edge_reactivity_and_water-assisted_dissociation_on_cobalt_ox.pdf,OPEN,"Transition metal oxides show great promise as Earth-abundant catalysts for the oxygen evolution reaction in electrochemical water splitting. However, progress in the development of highly active oxide nanostructures is hampered by a lack of knowledge of the location and nature of the active sites. Here we show, through atom-resolved scanning tunnelling microscopy, X-ray spectroscopy and computational modelling, how hydroxyls form from water dissociation at under coordinated cobalt edge sites of cobalt oxide nanoislands. Surprisingly, we ﬁnd that an additional water molecule acts to promote all the elementary steps of the dissociation process and subsequent hydrogen migration, revealing the important assisting role of a water molecule in its own dissociation process on a metal oxide. Inspired by the experimental ﬁndings, we theoretically model the oxygen evolution reaction activity of cobalt oxide nanoislands and show that the nanoparticle metal edges also display favourable adsorption energetics for water oxidation under electrochemical conditions.",Transition metal oxides,mesh,,,,0.45,material_without_anchor,False,
10.1038/s41929-021-00723-w,Switchable_wetting_of_oxygen-evolving_oxide_catalysts.pdf,"1Institute of Materials, École Polytechnique Fédérale de Lausanne, Lausanne, Switzerland. 2Gatan Inc., Pleasanton, CA, USA. 3Department of Materials","Al2O3 (ref. 15) and TaOx (ref. 16). When the potential is applied, the charges are accumulated at the interface and are arranged in the form of a capacitor, resulting in reduction of the surface tension at the solid–liquid interface11. Additionally, the surface chemistry of metal oxides can electrochemically change, and therefore the wettability of metal oxides can be altered via redox reactions. For example, it has been reported that the hydrophobic Cu2O surface reduces to hydrophilic metallic copper when a cathodic potential is applied10. In practice, the wettability of solid surfaces under an applied potential can play a critical role in energy conversion17–19 and espe-",Al2O3,,0.1 M KOH,,,0.35,material_without_anchor,False,
10.1038/s41467-025-68064-x,Sustainable_water_oxidation_enabled_by_a_complex-doped_cobal.pdf,Sustainable water oxidation enabled by a complex-doped cobalt oxide electrode,"Achieving sustainable water oxidation presents signiﬁcant challenges, particularly employing cobalt-based electrocatalysts. Despite promising activities, many cobalt-based electrocatalysts undergo in-situ partial restructuring into disordered (oxy)hydroxides, as indicated by the Pourbaix diagram. This restructuring typically degrades structural integrity and electronic conductivity, undermining catalytic stability. Here, we propose a complex doping",,carbon paper,1 M KOH,,,0.3,missing_anchor,False,
10.1038/s41467-021-23896-1,Spin_pinning_effect_to_reconstructed_oxyhydroxide_layer_on_f.pdf,OPEN,"Producing hydrogen by water electrolysis suffers from the kinetic barriers in the oxygen evolution reaction (OER) that limits the overall efﬁciency. With spin-dependent kinetics in OER, to manipulate the spin ordering of ferromagnetic OER catalysts (e.g., by magnetization) can reduce the kinetic barrier. However, most active OER catalysts are not ferromagnetic, which makes the spin manipulation challenging. In this work, we report a strategy with spin pinning effect to make the spins in paramagnetic oxyhydroxides more aligned for higher intrinsic OER activity. The spin pinning effect is established in oxideFM/oxyhydroxide interface which is realized by a controlled surface reconstruction of ferromagnetic oxides. Under spin pinning, simple magnetization further increases the spin alignment and thus the OER activity, which validates the spin effect in rate-limiting OER step. The spin polarization in OER highly relies on oxyl radicals (O∙) created by 1st dehydrogenation to reduce the barrier for subsequent O-O coupling.",,glassy carbon,1 M KOH,,,0.3,missing_anchor,False,
10.1038/s41467-024-54019-1,Understanding_the_active_site_in_chameleon-like_bifunctional.pdf,Understanding the active site in chameleon-like bifunctional catalyst for practical rechargeable zinc-air batteries,"The practical application of rechargeable zinc-air batteries faces challenges stemming from inadequate bifunctional catalysts, contradictory gas-liquidsolid three-phase interfaces, and an ambiguous fundamental understanding. Herein, we propose a chameleon-like bifunctional catalyst comprising ruthenium single-atoms grafted onto nickel-iron layer double hydroxide (RuSA-NiFe LDH). The adaptive oxidation of RuSA-NiFe LDH to oxyhydroxide species (RuSANiFeOOH) during charging exposes active sites for the oxygen evolution reaction, while reversible reduction to NiFe LDH during discharge exposes active sites for the oxygen reduction reaction. Additionally, a hierarchical air cathode featuring hydrophilic and hydrophobic layers facilitates the reversible conversion between RuSA-NiFe LDH and RuSA-NiFeOOH, expedites oxygen bubble desorption, and suppresses carbon corrosion. Consequently, our zinc-",RuSA-NiFe LDH,foil,,,,0.45,material_without_anchor,False,
10.1038/s41467-024-53871-5,High-density_asymmetric_iron_dual-atom_sites_for_efficient_a.pdf,High-density asymmetric iron dual-atom sites for efﬁcient and stable electrochemical water oxidation,"Double-atom catalysts (DACs) have opened distinctive paradigms in the ﬁeld of rapidly developing atomic catalysis owing to their great potential for promoting catalytic performance in various reaction systems. However, increasing the loading and extending the service life of metal active centres represents a considerable challenge for the efﬁcient utilization of DACs. Here, we rationally design asymmetric nitrogen, sulfur-coordinated diatomic iron centres on highly defective nitrogen-doped carbon nanosheets (denoted A-Fe2S1N5/SNC, A: asymmetric), which possess the atomic conﬁguration of the N2S1Fe-FeN3 moiety. The abundant defects and low-electronegativity heteroatoms in the carbon-based framework endow A-Fe2S1N5/SNC with a high loading of 6.72 wt%. Furthermore, A-Fe2S1N5/SNC has a low overpotential of 193 mV for the oxygen evolution reaction (OER) at 10 mA cm−2, outperforming commercial RuO2 catalysts. In addition, A-Fe2S1N5/SNC exhibits extraordinary stability, maintaining > 97% activity for over 2000 hours during the OER process. This work provides a practical scheme for simultaneously balancing the activity and stability of DACs towards electrocatalysis applications. Electrocatalytic water splitting and metal‒air batteries are considered promising options in sustainable energy conversion technologies. As the proton and electron provider on the anode electrode, the oxygen evolution reaction (OER) plays an important role in these devices. However, the four-electron OER process involves O–H bond rupture and O–O bond formation, the kinetics of which are sluggish; this is necessary for the development of highly efﬁcient OER catalysts. To date, iridiumand ruthenium-based catalysts are still the benchmark commercial OER catalysts; however, their low crustal abundance, high cost, and inferior durability limit their long-term development1–3. Consequently, developing earthabundant and high-intrinsic-activity OER catalysts is important for improving current energy technology. Recently, single-atom catalysts (SACs) with diverse well-deﬁned coordination conﬁgurations have attracted increasing attention due to",A-Fe2S1N5/SNC,foil,1.0 M KOH,193,10,1.0,complete,True,"The A-Fe2S1N5/SNC catalyst displays high OER activity. In alkaline electrolytes, A-Fe2S1N5/SNC has a low overpotential of 193 mV at 10 mA cm−2."
10.1038/ncomms9253,Coordination_tuning_of_cobalt_phosphates_towards_efficient_w.pdf,OPEN,"The development of efﬁcient and stable water oxidation catalysts is necessary for the realization of practically viable water-splitting systems. Although extensive studies have focused on the metal-oxide catalysts, the effect of metal coordination on the catalytic ability remains still elusive. Here we select four cobalt-based phosphate catalysts with various cobaltand phosphate-group coordination as a platform to better understand the catalytic activity of cobalt-based materials. Although they exhibit various catalytic activities and stabilities during water oxidation, Na2CoP2O7 with distorted cobalt tetrahedral geometry shows high activity comparable to that of amorphous cobalt phosphate under neutral conditions, along with high structural stability. First-principles calculations suggest that the surface reorganization by the pyrophosphate ligand induces a highly distorted tetrahedral geometry, where water molecules can favourably bind, resulting in a low overpotential (B0.42 eV). Our ﬁndings emphasize the importance of local cobalt coordination in the catalysis and suggest the possible effect of polyanions on the water oxidation chemistry.",Na2CoP2O7,foil,,,,0.45,material_without_anchor,False,
10.1038/s41598-025-08306-6,High-performance_hydrogen_energy_generation_via_innovative_m.pdf,High-performance hydrogen energy generation via innovative metal-organic framework catalysts and integrated system design,"Hydrogen energy generation faces challenges in efficiency and economic viability due to reliance on scarce noble metal catalysts. This study aimed to develop platinum-doped nickel-iron metal-organic framework (Pt-NiFe-MOF) catalysts with controlled metal ratios and pore architecture for enhanced water electrolysis. The NiFe-MOF framework was first synthesized via a solvothermal method, which was then subjected to post-synthetic modification to introduce controlled platinum loadings (0.52.0 wt%). The pore structure was tuned using a mixed-linker strategy (H₄DOBDC ratios 1:0 to 1:1).",Pt-NiFe-MOF,foam,1.0 M KOH,,,0.55,material_without_anchor,False,
10.1038/s41467-023-40375-x,Ionomer-free_and_recyclable_porous-transport_electrode_for_h.pdf,Ionomer-free and recyclable porous-transport electrode for high-performing proton-exchange-membrane water electrolysis,"Clean hydrogen production requires large-scale deployment of waterelectrolysis technologies, particularly proton-exchange-membrane water electrolyzers (PEMWEs). However, as iridium-based electrocatalysts remain the only practical option for PEMWEs, their low abundance will become a bottleneck for a sustainable hydrogen economy. Herein, we propose highperforming and durable ionomer-free porous transport electrodes (PTEs) with facile recycling features enabling Ir thrifting and reclamation. The ionomerfree porous transport electrodes offer a practical pathway to investigate the role of ionomer in the catalyst layer and, from microelectrode measurements, point to an ionomer poisoning effect for the oxygen evolution reaction. The ionomer-free porous transport electrodes demonstrate a voltage reduction of > 600 mV compared to conventional ionomer-coated porous transport electrodes at 1.8 A cm−2 and <0.1 mgIr cm−2, and a voltage degradation of 29 mV at average rate of 0.58 mV per 1000-cycles after 50k cycles of accelerated-stress tests at 4 A cm−2. Moreover, the ionomer-free feature enables facile recycling of multiple components of PEMWEs, which is critical to a circular clean hydrogen economy. Clean hydrogen, if produced by water electrolysis using renewable electricity, stands at the epicenter of decarbonizing various hard-to-",PEMWEs,carbon paper,,652,1800,0.9,nonstandard_current_density,True,"In summary, we present a novel ionomer-free porous-transport electrode (PTE) exhibiting high performance and durability for proton- exchange-membrane water electrolyzers. This ionomer-free Ir PTE outperforms a traditional PTE by 652 mV at 1.8 A cm−2 at a similar loading and exhibits excellent durability of only 29 mV difference at 4 A cm−2 after 50k cycles of accelerated stress test."
10.1038/s41467-025-56314-x,A_scalable_solar-driven_photocatalytic_system_for_separated_.pdf,A scalable solar-driven photocatalytic,"Solar-driven photocatalytic water splitting offers a sustainable pathway to produce green hydrogen, yet its practical application encounters several challenges including inefﬁcient photocatalysts, sluggish water oxidation, severe reverse reactions and the necessity of separating produced hydrogen and oxygen gases. Herein, we design and develop a photocatalytic system composed of two separate reaction parts: a hydrogen evolution cell containing halide perovskite photocatalysts (MoSe2-loaded CH(NH2)2PbBr3-xIx) and an oxygen evolution cell containing NiFe-layered double hydroxide modiﬁed",MoSe2,carbon cloth,,,,0.45,material_without_anchor,False,
10.1038/s41467-025-59710-5,Synergistic_niobium_and_manganese_co-doping_into_RuO2nanocry.pdf,Synergistic niobium and manganese,"Low-cost ruthenium-based catalysts with high activity have emerged as promising alternatives to iridium-based counterparts for acidic oxygen evolution reaction (OER) in proton exchange membrane water electrolyzers (PEMWE), but the poor stability under high current density remains as a key challenge. Here, we utilize the synergistic complementary strategy of introducing earthabundant Mn and Nb dopants in ruthenium dioxide (RuO2) for Nb0.1Mn0.1Ru0.8O2 nanoparticle electrocatalyst that exhibits a low overpotential of 209 mV at 10 mA cm−2 and good stability of > 400 h at 0.2 A cm−2 in",Nb0.1Mn0.1Ru0.8O2,foil,0.5 M H2SO4,209,10,1.0,complete,True,"r stability under high current density remains as a key challenge. Here, we utilize the synergistic complementary strategy of introducing earth- abundant Mn and Nb dopants in ruthenium dioxide (RuO2) for Nb0.1Mn0.1Ru0.8O2 nanoparticle electrocatalyst that exhibits a low over- potential of 209 mV at 10 mA cm−2 and good stability of > 400 h at 0.2 A cm−2 in 0.5 M H2SO4."
10.1038/srep31202,Controllably_Alloyed_Low_Density_Free-standing_Ni-Co_and_Ni-.pdf,OPEN 2,"Rational organization and design of bulk porous multi-metallic architectures are highly demanding and receiving tremendous attention from the scientific community due to their immense applications in energetics1. On the other hand, advancement in atomically thin layered materials (2D materials), witnessed during the last decade, has initiated everlasting attempts towards the development of composites of metals/metal oxides and 2D materials based electrocatalysts2–6. Despite the development of numerous metal free 2D materials based catalysts, benchmarked conventional metals in energy technologies are still remain as unbeatable in terms of over potential and long-standing performance7–9. Nevertheless the expensive and scarce metals in conventional energetics need to be replaced/ reduced for viable futuristic energy technologies. One of the ways for the efficient reduction of metal usage (‘metal management’) is the creation of porous metallic structures such as sponges or foams (with their 75–95% of the volume consists of void spaces) which will eventually help to decrease the weight of the device. Further, low density porous materials provide enhanced surface area than their bulk high density counter parts that can lead to large electrode-electrolyte contact areas and high specific and mass activities10–12. Various approaches were reported for the development of metallic foams (foams are hard and rigid, unlike sponges), where de-alloying, combustion synthesis, liquid polyol reduction method, decomposition of metal complexes etc. are to name a few13–19. All the above mentioned techniques rely on laborious multistep processes including casting in inert atmospheres. Here we propose a single step alloying process for the development of multi-metallic sponges using a template free bulk synthesis method, and demonstrated the performance of these sponges in water electrolysis. Splitting of water into oxygen and hydrogen is identified as one of the promising alternatives to address the energy crisis via the production of electric energy and hydrogen fuel19–21. Efficient oxygen evolution reaction",,glassy carbon,0.1 M KOH,,,0.3,missing_anchor,False,
10.1038/s41467-024-45533-3,Microenvironment_reconstitution_of_highly_active_Ni_single_a.pdf,Microenvironment reconstitution of highly active Ni single atoms on oxygen-,"The rational design of efﬁcient bifunctional single-atom electrocatalysts for industrial water splitting and the comprehensive understanding of its complex catalytic mechanisms remain challenging. Here, we report a Ni single atoms supported on oxygen-incorporated Mo2C via Ni-O-Mo bridge bonds, that gives high oxygen evolution reaction (OER) and hydrogen evolution reaction (HER) bifunctional activity. By ex situ synchrotron X-ray absorption spectroscopy and electron microscopy, we found that after HER, the coordination number and bond lengths of Ni-O and Ni-Mo (Ni-O-Mo) were all altered, yet the Ni species still remain atomically dispersed. In contrast, after OER, the atomically dispersed Ni were agglomerated into very small clusters with new Ni-Ni (Ni-ONi) bonds appeared. Combining experimental results and DFT calculations, we infer the oxidation degree of Mo2C and the conﬁguration of single-atom Ni are both vital for HER or OER. This study provides both a feasible strategy and model to rational design highly efﬁcient electrocatalysts for water electrolysis. Electrochemical water splitting is widely regarded as one of the most important and promising pathways to convert renewable energy into high-purity hydrogen and oxygen1–4. For a continuous overall water splitting process in practical, pairing the two electrode reactions together in an integrated electrolyser is difﬁcult because of the mismatch of pH ranges in which these catalysts are stable and remain the most active5–8. In addition, producing different catalysts for both monofunctional catalysts requires different equipment and processes, which could increase the cost compared to bifunctional catalysts. Therefore, compared to monofunctional catalysts, bifunctional catalysts are relatively favorable options for overall water decomposition9. Currently, Pt-based materials and Ir/Ru-based materials are the benchmark in HER and OER catalysts, respectively. Nevertheless, their scarcity and high price hinder their development and wide applications10–13. Meanwhile, only a few OER catalysts (e.g. IrO2 and RuO2) are stable in acidic solutions, thus designing cost-effective and earth-abundant bifunctional electrocatalysts with high efﬁciency of overall water splitting in the same alkaline conditions are of great",NiSA-O/Mo2C,foil,1 M KOH,299,10,1.0,complete,True,"As shown in Fig. 4a, the NiSA-O/Mo2C exhibits an overpotential (η) of 299 mV at 10 mA cm−2, which sig- niﬁcantly exceeds those of Ni1.5-O/Mo2C (379 mV), Ni4.5-O/Mo2C (337 mV), pure O/Mo2C (547 mV) and commercial IrO2 catalyst (386 mV)."
